ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code
15K448,K448,Brooklyn Collaborative Studies,331500010448,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2003,Open,K142,610 HENRY STREET,BROOKLYN,NY,11231,3003690001,6300,306,39,BK33,Carroll Gardens-Columbia Street-Red Hook,Priscilla Chan,Principal,718-923-4700,718-923-4730,15,15,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES
15K456,K456,The Elizabeth Jennings School for Bold Explorers,331500010456,DOE,General Academic,Elementary,"PK,0K,01,SE","0K,01,02,03,04,05",Jul 1 2024,Open,K654,485 State Street,Brooklyn,NY,11217,3001740001,1001,302,33,,N/A,Malika Johnson Willis,Principal,,,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K462,K462,John Jay School for Law,331500011462,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,3010820001,15500,306,39,BK37,Park Slope-Gowanus,Shomari Akil,Principal,718-832-4250,718-499-3947,15,15,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
15K463,K463,Cyberarts Studio Academy,331500011463,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,3010820001,15500,306,39,BK37,Park Slope-Gowanus,Valrie Wauchope,Principal,718-832-4201,718-832-0273,15,15,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
15K464,K464,Park Slope Collegiate,331500011464,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2003,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,3010820001,15500,306,39,BK37,Park Slope-Gowanus,Jill Sandusky,Principal,718-832-4300,718-788-8127,15,15,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
15K497,K497,The Boerum Hill School for International Studies,331500011497,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2001,Open,K293,284 Baltic Street,Brooklyn,NY,11201,3004020001,6900,306,33,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Samantha Schmoeger,Principal,718-330-9390,718-875-7522,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K516,K516,Sunset Park Avenues Elementary School,331500010516,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2013,Open,K557,4308 4 Avenue,Brooklyn,NY,11232,3007280036,8200,307,38,BK32,Sunset Park West,JESSICA KNUDSON,Acting Principal,718-369-8330,718-965-7685,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K519,K519,Cobble Hill School of American Studies,331500011519,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 5 1998,Open,K804,347 Baltic Street,Brooklyn,NY,11201,3003970011,6900,306,33,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Elizabeth Rodriguez,I.A. Principal,718-403-9544,718-403-9553,15,15,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
15K529,K529,West Brooklyn Community High School,331500011529,DOE,Transfer School,High school,"10,11,12","09,10,11,12",Jul 1 2006,Open,K781,1053 41 Street,Brooklyn,NY,11219,3055870038,11000,312,39,BK34,Sunset Park East,Malik Lewis,Principal,718-686-1444,718-686-1189,15,15,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES
15K592,K592,Khalil Gibran International Academy,331500011592,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2007,Open,K654,382 Schermerhorn Street,Brooklyn,NY,11217,3001740001,1001,302,33,,N/A,Amanda Hunter,Principal,718-237-2502,718-488-1724,15,15,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC
15K656,K656,Brooklyn High School of the Arts,331500011656,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Mar 15 2000,Open,K655,345 DEAN STREET,BROOKLYN,NY,11217,3001920013,3900,302,33,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,DANIEL VECCHIANO,Principal,718-855-2412,718-246-2389,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K667,K667,Sunset Park High School,331500011667,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K564,153 35 Street,Brooklyn,NY,11232,3006880026,8400,307,38,BK32,Sunset Park West,Miguel Negron,Principal,718-840-1900,718-840-1925,15,15,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
15K676,K676,Red Hook Neighborhood School,331500010676,DOE,General Academic,K-8,"06,07,08,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,K027,27 HUNTINGTON STREET,BROOKLYN,NY,11231,3005250001,5900,306,38,BK33,Carroll Gardens-Columbia Street-Red Hook,PRISCILLA FIGUEROA,Principal,718-330-2238,718-596-6446,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K684,K684,Millennium Brooklyn HS,331500011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2011,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,3010820001,15500,306,39,BK37,Park Slope-Gowanus,Kevin Conway,Principal,718-832-4333,718-499-2126,15,15,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
15K698,K698,South Brooklyn Community High School,331500011698,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2002,Open,K825,173 Conover Street,Brooklyn,NY,11231,3005750003,5300,306,38,BK33,Carroll Gardens-Columbia Street-Red Hook,Latoya Kittrell,Principal,718-237-8902,718-422-1927,15,15,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES
15K767,K767,The Little Brooklyn Pre-K Center,,DOE,General Academic,District Pre-K Center,"PK,0K",,Jul 1 2015,Open,K749,173-177 25 Street,Brooklyn,NY,11232,3006510047,10100,307,38,BK32,Sunset Park West,Cynthia Lascano,Principal,,,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K821,K821,Sunset Park Prep,331500010821,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,K136,4004 4 AVENUE,BROOKLYN,NY,11232,3007130020,8200,307,38,BK32,Sunset Park West,Jennifer Spalding,Principal,718-840-1951,718-840-1962,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K839,K839,M.S. 839,331500010839,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2015,Open,K437,713 CATON AVENUE,BROOKLYN,NY,11218,3053210064,50400,307,39,BK40,Windsor Terrace,Michael Perlberg,I.A. Principal,718-686-2730,718-686-2735,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K863,K863,Pre-K Center at Bishop Ford School Site,,DOE,General Academic,District Pre-K Center,PK,,Jun 11 2015,Open,K280,500 19 STREET,BROOKLYN,NY,11215,3008890001,150200,307,38,BK40,Windsor Terrace,Barrett Braithwaite,Principal,,,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K896,K896,The School of Creativity and Innovation,331500010896,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2018,Open,K682,736 48 Street,Brooklyn,NY,11220,3007770001,108,307,38,BK34,Sunset Park East,RUTH RODRIGUEZ,Acting Principal,929-419-6049,929-419-6062,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
15K958,K958,P.S. 958,331500010958,DOE,General Academic,Elementary,"PK,0K,01,02,03,SE","0K,01,02,03,04,05",Jul 1 2022,Open,K671,836-841 5 Avenue,Brooklyn,NY,11232,3006930039,84,307,38,BK32,Sunset Park West,Emily Shapiro,Principal,347-305-6532,347-305-7995,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN
16K005,K005,P.S. 005 Dr. Ronald McNair,331600010005,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K005,820 Hancock Street,Brooklyn,NY,11233,3014900001,37700,303,41,BK35,Stuyvesant Heights,LENA GATES,Principal,718-218-2444,718-218-2445,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K021,K021,P.S. 021 Crispus Attucks,331600010021,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,K021,180 CHAUNCEY STREET,BROOKLYN,NY,11233,3016920017,38100,303,36,BK61,Crown Heights North,BEVON THOMPSON,Principal,718-493-9681,718-953-3980,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K026,K026,P.S. 026 Jesse Owens,331600010026,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,K026,1014 LAFAYETTE AVENUE,BROOKLYN,NY,11221,3016160001,29100,303,36,BK35,Stuyvesant Heights,Diana Funtleyder,Principal,718-919-5707,718-574-2803,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K035,K035,M.S. 035 Stephen Decatur,331600010035,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1926,Open,K035,272 Macdonough Street,Brooklyn,NY,11233,3016740011,27300,303,36,BK35,Stuyvesant Heights,JACQUELINE CHARLES,Principal,718-574-2345,718-452-1273,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K040,K040,P.S. 040 George W. Carver,331600010040,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,K040,265 RALPH AVENUE,BROOKLYN,NY,11233,3015180001,37900,303,41,BK35,Stuyvesant Heights,Louise Antoine,Principal,718-574-2353,718-453-0686,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K057,K057,Whitelaw Reid Academy of Arts and Business,331600010057,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1954,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221,3016160001,29100,303,36,BK35,Stuyvesant Heights,Charlena Morgan,Principal,718-574-2357,718-453-0577,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K081,K081,P.S. 081 Thaddeus Stevens,331600010081,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K081,990 DEKALB AVENUE,BROOKLYN,NY,11221,3016020019,28900,303,36,BK35,Stuyvesant Heights,Carmen Pinto,I.A. Principal,718-574-2365,718-919-9872,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K243,K243,P.S. 243K- The Weeksville School,331600010243,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1962,Open,K243,1580 DEAN STREET,BROOKLYN,NY,11213,3013470001,30900,308,36,BK61,Crown Heights North,Akua Kisiwaa Adefope,I.A. Principal,718-604-6909,718-604-6914,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K262,K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,331600010262,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1961,Open,K262,500 MACON STREET,BROOKLYN,NY,11233,3016710019,29700,303,36,BK61,Crown Heights North,Desiree Barter,Principal,718-453-0780,718-453-0679,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K267,K267,"M.S. 267 Math, Science & Technology",331600010267,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,K324,800 GATES AVENUE,BROOKLYN,NY,11221,3016360001,29300,303,36,BK35,Stuyvesant Heights,PATRICIA KING,Principal,718-574-2318,718-574-2320,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K308,K308,P.S. 308 Clara Cardwell,331600010308,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1975,Open,K308,616 QUINCY STREET,BROOKLYN,NY,11221,3016300001,29300,303,36,BK35,Stuyvesant Heights,JEFFREY FRANCK,Principal,718-571-6960,718-453-0663,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K309,K309,P.S. 309 The George E. Wibecan Preparatory Academy,331600010309,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1963,Open,K309,794 MONROE STREET,BROOKLYN,NY,11221,3016430036,38500,303,41,BK35,Stuyvesant Heights,Shauntel Jenkins Jordan,Principal,718-574-2381,718-453-0643,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K335,K335,P.S. 335 Granville T. Woods,331600010335,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1968,Open,K335,130 Rochester Avenue,Brooklyn,NY,11213,3013550023,30700,308,36,BK61,Crown Heights North,Kathy Polight,Principal,718-493-7736,718-953-4697,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K455,K455,Boys and Girls High School,331600011455,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1976,Open,K455,1700 FULTON STREET,BROOKLYN,NY,11213,3017010001,27100,303,36,BK61,Crown Heights North,Grecian Harrison,Principal,718-467-1700,718-221-0645,16,16,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
16K498,K498,Brooklyn High School for Law and Technology,331600011498,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 25 1999,Open,K987,1396 BROADWAY,BROOKLYN,NY,11221,3014820001,37500,303,41,BK35,Stuyvesant Heights,ANGELA EVERSLEY MILTON,Principal,718-919-1256,718-852-4593,16,16,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
16K627,K627,Brighter Choice Community School,331600010627,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,K304,280 HART STREET,BROOKLYN,NY,11206,3017730014,28100,303,36,BK35,Stuyvesant Heights,Josh Petraglia,Principal,718-574-2378,718-443-0639,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K628,K628,Brooklyn Brownstone School,331600010628,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2008,Open,K035,272 Macdonough Street,Brooklyn,NY,11233,3016740011,27300,303,36,BK35,Stuyvesant Heights,Alexander Brunner,Principal,718-573-2307,718-573-2434,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K669,K669,Research and Service High School,331600011669,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,K455,1700 FULTON STREET,BROOKLYN,NY,11213,3017010001,27100,303,36,BK61,Crown Heights North,Allison Farrington,Principal,718-804-6800,718-804-6801,16,16,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES
16K681,K681,Madiba Prep Middle School,331600010681,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2012,Open,K026,1014 LAFAYETTE AVENUE,BROOKLYN,NY,11221,3016160001,29100,303,36,BK35,Stuyvesant Heights,Maureen Baxter-Chiverton,I.A. Principal,718-574-2804,718-574-2805,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K688,K688,The Brooklyn Academy of Global Finance,331600011688,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221,3016160001,29100,303,36,BK35,Stuyvesant Heights,Dannielle Darbee,Principal,718-574-3126,718-574-3681,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
16K765,K765,Nelson Mandela High School,331600011765,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,K455,1700 FULTON STREET,BROOKLYN,NY,11213,3017010001,27100,303,36,BK61,Crown Heights North,Matthew Anderson,Principal,718-804-6805,718-804-6808,16,16,HS05,,,HS05,HS Network 05 Superintendent Office,RUSHELL WHITE,RWhite11@schools.nyc.gov,KFSN
16K898,K898,The Brooklyn Green School,331600010898,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2018,Open,K335,130 Rochester Avenue,Brooklyn,NY,11213,3013550023,30700,308,36,BK61,Crown Heights North,MARCELLA CARR,Principal,929-397-3340,929-397-3339,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN
17K002,K002,Parkside Preparatory Academy,331700010002,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1994,Open,K002,655 Parkside Avenue,Brooklyn,NY,11226,3050500051,80200,309,40,BK60,Prospect Lefferts Gardens-Wingate,Arlene Burnett,Principal,718-462-6992,718-284-7717,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K006,K006,Norma Adams Clemons Academy,331700010006,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1993,Open,K006,43 SNYDER AVENUE,BROOKLYN,NY,11226,3051030079,79400,314,40,BK95,Erasmus,Sharon Porter,Principal,718-856-6560,718-856-7493,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K012,K012,Dr. Jacqueline Peek-Davis School,331700010012,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1993,Open,K012,430 HOWARD AVENUE,BROOKLYN,NY,11233,3014570032,36300,316,41,BK79,Ocean Hill,SHAMIKA WATSON,I.A. Principal,718-953-4569,718-953-4428,23,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K061,K061,M.S. 061 Dr. Gladstone H. Atwell,331700010061,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1958,Open,K061,400 EMPIRE BOULEVARD,BROOKLYN,NY,11225,3013160015,32900,309,40,BK60,Prospect Lefferts Gardens-Wingate,Adriana Galvan,Principal,718-774-1002,718-467-4335,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K091,K091,P.S. 091 The Albany Avenue School,331700010091,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1904,Open,K091,532 ALBANY AVENUE,BROOKLYN,NY,11203,3047940026,80600,309,41,BK60,Prospect Lefferts Gardens-Wingate,Tessa Alleyne,Principal,718-756-0243,718-221-1316,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K092,K092,P.S. 092 Adrian Hegeman,331700010092,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,K092,601 PARKSIDE AVENUE,BROOKLYN,NY,11226,3050490055,80200,309,40,BK60,Prospect Lefferts Gardens-Wingate,John Samerson,Principal,718-462-2087,718-284-8289,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K122,K122,Pathways in Technology Early College High School (P-Tech),331700011122,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12,13,14",Jul 1 2011,Open,K625,150 ALBANY AVENUE,BROOKLYN,NY,11213,3012160046,31100,308,36,BK61,Crown Heights North,Rashid Davis,Principal,718-221-1593,718-221-1781,17,17,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC
17K138,K138,The Dr. Jean Pierre-Louis School of Excellence,331700010138,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1902,Open,K138,760 PROSPECT PLACE,BROOKLYN,NY,11216,3012330026,31701,308,36,BK61,Crown Heights North,Judith Duffus Campbell,Principal,718-467-0800,718-953-3422,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K161,K161,P.S. 161 The Crown,331700010161,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1923,Open,K161,330 CROWN STREET,BROOKLYN,NY,11225,3012970026,31900,309,35,BK63,Crown Heights South,Michelle Williams,I.A. Principal,718-756-3100,718-953-3605,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K181,K181,P.S. 181 Brooklyn,331700010181,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1922,Open,K181,1023 NEW YORK AVENUE,BROOKLYN,NY,11203,3049040010,85600,317,45,BK91,East Flatbush-Farragut,Marie Joseph,I.A. Principal,718-462-5298,718-284-5053,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K189,K189,P.S. 189 The Bilingual Center,331700010189,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1923,Open,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,NY,11212,3045990001,89200,317,41,BK81,Brownsville,Janet Gil,Principal,718-756-0210,718-604-1865,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K191,K191,P.S. 191 Paul Robeson,331700010191,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1938,Open,K191,1600 PARK PLACE,BROOKLYN,NY,11233,3013750012,35900,308,41,BK61,Crown Heights North,Andy John Duncan,Principal,718-756-1206,718-756-5417,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K221,K221,P.S. 221 Toussaint L'Ouverture,331700010221,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1940,Open,K221,791 EMPIRE BOULEVARD,BROOKLYN,NY,11213,3014230014,35500,309,35,BK63,Crown Heights South,Florentine Ulysse,Principal,718-756-0122,718-953-2657,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K241,K241,P.S. 241 Emma L. Johnston,331700010241,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1931,Open,K241,976 PRESIDENT STREET,BROOKLYN,NY,11225,3011880001,21300,309,35,BK63,Crown Heights South,Tamara Foy,Principal,718-636-4725,718-230-5468,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K246,K246,M.S. 246 Walt Whitman,331700010246,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1939,Open,K246,72 Veronica Place,Brooklyn,NY,11226,3051100025,79400,317,40,BK95,Erasmus,Vanessa Grenan,Principal,718-282-5230,718-284-6429,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K249,K249,P.S. 249 The Caton,331700010249,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1951,Open,K249,18 MARLBOROUGH ROAD,BROOKLYN,NY,11226,3050750001,50600,314,40,BK42,Flatbush,ANNA DE JESUS GONZAL,Principal,718-282-8828,718-284-5146,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K289,K289,P.S. 289 George V. Brower,331700010289,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1959,Open,K289,900 ST MARKS AVENUE,BROOKLYN,NY,11213,3012290028,34100,308,36,BK61,Crown Heights North,MARC MARDY,Principal,718-493-3824,718-467-3735,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K316,K316,P.S. 316 Elijah Stroud,331700010316,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K316,750 CLASSON AVENUE,BROOKLYN,NY,11238,3011670018,21500,308,35,BK64,Prospect Heights,Karen Weekes,Principal,718-638-4043,718-230-5366,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
17K340,K340,I.S. 340,331700010340,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 17 1991,Open,K874,227 Sterling Place,Brooklyn,NY,11238,3011640064,16300,308,35,BK64,Prospect Heights,Tamara Johnson,Principal,718-857-5516,718-230-5479,13,17,K817,COMMUNITY SCHOOL DISTRICT 17,SHENEAN LINDSAY,,,,,KFSS
